1619530761.675785,37.7
1619530761.831379,44.4
1619530761.980809,21.1
1619530762.112996,22.9
1619530762.246494,29.3
1619530762.381745,37.8
1619530762.524310,23.8
1619530762.659605,28.9
1619530762.794307,32.7
1619530762.933093,36.2
1619530763.079976,24.1
1619530763.210912,31.6
1619530763.349268,33.3
1619530773.594172,26.4
1619530773.729479,32.4
1619530773.868478,38.9
1619530774.011642,24.8
1619530774.144988,28.5
1619530774.286524,34.0
1619530774.428120,34.8
1619530774.572961,23.9
1619530774.703080,30.2
1619530774.838237,33.5
1619530774.976731,36.7
1619530775.124725,25.0
1619530775.254862,28.5
1619530775.388807,34.8
1619530775.529264,39.8
1619530775.679319,23.2
1619530775.813289,29.7
1619530775.951934,34.3
1619530776.093124,38.0
1619530776.236211,28.0
1619530776.369877,30.0
1619530776.505689,30.2
1619530776.640971,35.9
1619530776.785443,22.0
1619530776.912458,29.2
1619530777.046129,38.2
1619530787.791470,25.5
1619530787.923828,29.4
1619530788.058885,35.7
1619530788.201967,37.9
1619530788.345131,26.0
1619530788.482586,31.6
1619530788.618883,34.5
1619530788.761481,39.7
1619530788.910946,22.6
1619530789.043510,25.9
1619530789.181037,27.4
1619530809.535430,49.7
1619530820.317156,25.6
1619530820.450394,26.3
1619530820.584229,32.1
