1619530845.811514, 0
1619530845.842388, 0
1619530845.859401, 0
1619530845.876248, 3
1619530845.890410, 5
1619530845.907382, 3
1619530845.923016, 10
1619530845.939175, 14
1619530845.953551, 16
1619530845.970539, 20
1619530845.984979, 24
1619530845.999412, 28
1619530846.014021, 32
1619530846.028854, 36
1619530846.043386, 40
1619530846.057990, 43
1619530846.073039, 47
1619530846.087798, 50
1619530846.101974, 50
1619530846.119860, 50
1619530846.135378, 50
1619530846.149920, 49
1619530846.166286, 50
1619530846.188268, 50
1619530846.203333, 49
1619530846.216734, 49
1619530846.232082, 50
1619530846.248380, 50
1619530846.263113, 50
1619530846.277959, 49
1619530846.297516, 50
1619530846.313158, 49
1619530846.327971, 48
1619530846.343379, 48
1619530846.358513, 48
1619530846.375189, 49
1619530846.389301, 49
1619530846.408887, 49
1619530846.424345, 49
1619530846.438136, 50
1619530846.459081, 50
1619530846.474220, 50
1619530846.489886, 49
1619530846.504285, 49
1619530846.519560, 50
1619530846.534260, 49
1619530846.548581, 45
1619530846.563279, 49
1619530846.577907, 48
1619530846.593449, 49
1619530846.610031, 50
1619530846.628831, 50
1619530846.643450, 49
1619530846.658076, 49
1619530846.672403, 48
1619530846.687645, 49
1619530846.702963, 48
1619530846.717979, 49
1619530846.736063, 48
1619530846.754235, 46
1619530846.768998, 45
1619530846.784894, 47
1619530846.801345, 49
1619530846.821741, 48
1619530846.838215, 48
1619530846.854948, 47
1619530846.868796, 49
1619530846.883736, 47
1619530846.897975, 49
1619530846.912637, 48
1619530846.932232, 47
1619530846.948046, 45
1619530846.963353, 48
1619530846.977608, 45
1619530846.994157, 48
1619530847.012412, 47
1619530847.027593, 47
1619530847.045237, 47
1619530847.059389, 49
1619530847.073563, 48
1619530847.090964, 47
1619530847.106471, 44
1619530847.123149, 42
1619530847.137353, 37
1619530847.156921, 36
1619530847.172620, 34
1619530847.187135, 33
1619530847.202475, 26
1619530847.218014, 21
1619530847.232483, 17
1619530847.247220, 15
1619530847.264304, 16
1619530847.278982, 16
1619530847.294772, 16
1619530847.314263, 15
1619530847.329702, 15
1619530847.343986, 15
1619530847.361879, 16
1619530847.375677, 16
1619530847.393142, 16
1619530847.407173, 17
1619530847.422712, 16
1619530847.439249, 17
1619530847.453989, 17
1619530847.471271, 16
1619530847.486765, 18
1619530847.502004, 17
1619530847.516771, 17
1619530847.532537, 17
1619530847.549197, 18
1619530847.563742, 18
1619530847.578960, 17
1619530847.594078, 17
1619530847.608234, 18
1619530847.623535, 17
1619530847.638691, 17
1619530847.654540, 18
1619530847.671389, 19
1619530847.686247, 19
1619530847.703569, 18
1619530847.718302, 20
1619530847.733878, 20
1619530847.748754, 19
1619530847.763186, 20
1619530847.780804, 20
1619530847.795640, 20
1619530847.810399, 20
1619530847.824887, 19
1619530847.841068, 19
1619530847.856520, 19
1619530847.871469, 20
1619530847.888812, 21
1619530847.903588, 20
1619530847.918221, 20
1619530847.934261, 20
1619530847.949768, 20
1619530847.964171, 21
1619530847.978895, 20
1619530847.996474, 21
1619530848.010712, 21
1619530848.026613, 20
1619530848.041292, 22
1619530848.055519, 22
1619530848.071367, 21
1619530848.087170, 24
1619530848.102020, 21
1619530848.117795, 21
1619530848.132761, 22
1619530848.146863, 23
1619530848.160662, 22
1619530848.176349, 22
1619530848.191219, 22
1619530848.206731, 23
1619530848.227741, 22
1619530848.242857, 22
1619530848.257178, 23
1619530848.273992, 23
1619530848.289985, 23
1619530848.306703, 23
1619530848.321180, 23
1619530848.338397, 23
1619530848.353954, 24
1619530848.369135, 24
1619530848.387482, 23
1619530848.405165, 23
1619530848.420686, 24
1619530848.435089, 23
1619530848.451131, 25
1619530848.467215, 23
1619530848.482291, 25
1619530848.496634, 24
1619530848.515777, 26
1619530848.532002, 25
1619530848.546518, 25
1619530848.560692, 25
1619530849.129893, 25
1619530849.146114, 24
1619530849.162148, 25
1619530849.177599, 26
1619530849.191448, 26
1619530849.210816, 25
1619530849.226219, 26
1619530849.240745, 26
1619530849.256197, 25
1619530849.273670, 26
1619530849.287510, 27
1619530849.302548, 25
1619530849.320525, 26
1619530849.334842, 27
1619530849.350232, 27
1619530849.365687, 26
1619530849.384107, 27
1619530849.398862, 27
1619530849.414192, 27
1619530849.431817, 27
1619530849.447370, 28
1619530849.461663, 27
1619530849.476392, 27
1619530849.491347, 27
1619530849.506649, 28
1619530849.521739, 28
1619530849.538022, 28
1619530849.554037, 28
1619530849.567849, 28
1619530849.584415, 28
1619530849.600310, 28
1619530849.616820, 28
1619530849.631236, 29
1619530849.647140, 28
1619530849.662801, 29
1619530849.677413, 28
1619530849.691540, 28
1619530849.711306, 29
1619530849.727171, 29
1619530849.744208, 29
1619530849.758740, 29
1619530849.775733, 29
1619530849.791617, 29
1619530849.805716, 30
1619530849.820051, 30
1619530849.835688, 30
1619530849.849753, 30
1619530849.864223, 29
1619530849.882564, 31
1619530849.898380, 30
1619530849.912168, 31
1619530849.925955, 30
1619530849.939943, 31
1619530849.955246, 30
1619530849.971084, 30
1619530849.989745, 29
1619530850.005328, 31
1619530850.020639, 30
1619530850.038271, 31
1619530850.054747, 32
1619530850.069437, 31
1619530850.085522, 31
1619530850.102300, 32
1619530850.116886, 31
1619530850.131810, 31
1619530850.148399, 31
1619530850.163998, 32
1619530850.177801, 30
1619530850.192358, 30
1619530850.207409, 31
1619530850.222003, 32
1619530850.236431, 31
1619530850.251560, 31
1619530850.266847, 32
1619530850.281139, 32
1619530850.296688, 32
1619530850.310806, 32
1619530850.325441, 32
1619530850.343379, 32
1619530850.357646, 33
1619530850.374720, 32
1619530850.392324, 33
1619530850.407275, 33
1619530850.421692, 33
1619530850.439103, 34
1619530850.453517, 33
1619530850.471940, 33
1619530850.486205, 33
1619530850.501816, 33
1619530850.516295, 33
1619530850.530391, 34
1619530850.545874, 34
1619530850.561261, 33
1619530850.576189, 33
1619530850.596406, 33
1619530850.612054, 33
1619530850.627353, 34
1619530850.642656, 34
1619530850.658442, 35
1619530850.674378, 34
1619530850.689572, 35
1619530850.707350, 35
1619530850.721745, 34
1619530850.736045, 34
1619530850.750937, 35
1619530850.766257, 34
1619530850.781149, 35
1619530850.800303, 34
1619530850.814943, 36
1619530850.831352, 36
1619530850.847199, 35
1619530850.861910, 35
1619530850.880804, 36
1619530850.895830, 35
1619530850.912115, 35
1619530850.927398, 36
1619530850.943225, 35
1619530850.960256, 35
1619530850.979348, 36
1619530850.995088, 35
1619530851.009358, 36
1619530851.027104, 36
1619530851.044291, 36
1619530851.059774, 36
1619530851.073759, 37
1619530851.088778, 36
1619530851.103805, 36
1619530851.118343, 36
1619530851.132220, 37
1619530851.148481, 37
1619530851.163827, 36
1619530851.178938, 37
1619530851.195173, 36
1619530851.209369, 36
1619530851.224107, 37
1619530851.240402, 38
1619530851.258122, 38
1619530851.272556, 37
1619530851.287435, 37
1619530851.303517, 37
1619530851.319182, 37
1619530851.333645, 38
1619530851.348504, 37
1619530851.366648, 38
1619530851.382813, 38
1619530851.396855, 38
1619530851.413170, 38
1619530851.429179, 39
1619530851.443691, 38
1619530851.458427, 39
1619530851.475434, 39
1619530851.489713, 38
1619530851.503365, 39
1619530851.520447, 39
1619530851.536621, 38
1619530851.552651, 38
1619530851.566948, 38
1619530851.584938, 39
1619530851.599047, 38
1619530851.613871, 40
1619530851.629125, 40
1619530851.644995, 41
1619530851.659447, 41
1619530851.674118, 42
1619530851.692630, 40
1619530851.706929, 39
1619530851.720574, 39
1619530851.737908, 40
1619530851.753846, 40
1619530851.769044, 39
1619530851.783242, 41
1619530851.798778, 41
1619530851.816249, 40
1619530851.831435, 41
1619530851.846498, 40
1619530851.862485, 41
1619530851.878148, 40
1619530851.894147, 40
1619530851.908759, 40
1619530851.924978, 39
1619530851.940520, 40
1619530851.955849, 41
1619530851.970270, 40
1619530851.984810, 41
1619530851.999788, 41
1619530852.013997, 40
1619530852.029586, 41
1619530852.045140, 41
1619530852.059967, 42
1619530852.074982, 43
1619530852.091700, 41
1619530852.107385, 43
1619530852.124116, 43
1619530852.138925, 42
1619530852.156671, 42
1619530852.171369, 42
1619530852.185085, 41
1619530852.199041, 41
