1619581288.035567,1,13.7
1619581288.159177,2,16.3
1619581288.286756,3,15.9
1619581288.413846,4,16.2
1619581288.540822,5,17.1
1619581288.668923,6,17.1
1619581288.800323,7,14.0
1619581288.925772,8,16.4
1619581289.056272,9,14.0
1619581289.183330,10,12.8
1619581289.307084,11,13.3
1619581289.430059,12,14.0
1619581289.554197,13,13.7
1619581289.679081,14,11.9
1619581289.803051,15,17.1
1619581289.930855,16,13.1
1619581290.055166,17,12.8
1619581290.178674,18,15.1
1619581290.301323,19,16.4
1619581290.429080,20,12.1
1619581290.551339,21,14.7
1619581290.676842,22,14.0
1619581290.800678,23,15.9
1619581290.925240,24,16.3
1619581291.052871,25,12.9
1619581291.176421,26,14.4
1619581291.300994,27,16.0
1619581291.424742,28,13.6
1619581291.548185,29,14.5
1619581291.673135,30,12.9
1619581291.796763,31,17.6
1619581291.924999,32,16.7
1619581292.052565,33,14.6
1619581292.177126,34,12.4
1619581292.300153,35,16.5
1619581292.425032,36,13.9
1619581292.549119,37,16.9
1619581292.677008,38,17.6
1619581292.805719,39,17.5
1619581292.934903,40,16.5
1619581293.062754,41,13.0
1619581293.186048,42,12.0
1619581293.309046,43,14.4
1619581293.433834,44,16.5
1619581293.560536,45,12.6
1619581293.684221,46,17.3
1619581293.811291,47,11.5
1619581293.932514,48,13.8
1619581294.056672,49,17.0
1619581294.185414,50,15.7
1619581294.311192,51,16.4
1619581294.440518,52,14.4
1619581294.565167,53,11.5
1619581294.688097,54,18.0
1619581294.816294,55,12.5
1619581294.940411,56,15.9
1619581295.066982,57,16.4
1619581295.195034,58,14.4
1619581295.319661,59,17.5
1619581295.447986,60,14.8
1619581295.572891,61,17.2
1619581295.700444,62,16.5
1619581295.827800,63,17.6
1619581295.957747,64,16.9
1619581296.084872,65,12.4
1619581296.208175,66,16.8
1619581296.335951,67,13.1
1619581296.457926,68,14.3
1619581296.582193,69,15.9
1619581296.709154,70,13.8
1619581296.836544,71,14.0
1619581296.960542,72,14.0
1619581297.085053,73,11.5
1619581297.207166,74,13.2
1619581297.331358,75,17.5
1619581297.456374,76,15.6
1619581297.583119,77,15.2
1619581297.709232,78,13.9
1619581297.833884,79,13.2
1619581297.957833,80,17.5
1619581298.086335,81,16.7
1619581298.213715,82,12.5
1619581298.336513,83,15.4
1619581298.464031,84,14.6
1619581298.589024,85,12.9
1619581298.712772,86,13.0
1619581298.836519,87,16.7
1619581298.964293,88,12.9
1619581299.088408,89,14.9
1619581299.213245,90,12.4
1619581299.336471,91,17.7
1619581299.464928,92,17.6
1619581299.593317,93,13.4
1619581299.717432,94,14.6
1619581299.842080,95,14.2
1619581299.967296,96,13.4
1619581300.090124,97,16.6
1619581300.218080,98,15.6
1619581300.343461,99,14.4
1619581300.468782,100,13.3
1619581300.592541,101,14.5
1619581300.717754,102,16.7
1619581300.845352,103,11.8
1619581300.967630,104,13.5
1619581301.091951,105,16.9
1619581301.220082,106,16.6
1619581301.347633,107,11.5
1619581301.469938,108,17.0
1619581301.596901,109,13.6
1619581301.721258,110,16.8
1619581301.849735,111,17.1
1619581301.977251,112,14.6
1619581302.103011,113,16.8
1619581302.230678,114,17.9
1619581302.359065,115,14.7
1619581302.484233,116,11.6
1619581302.606123,117,13.1
1619581302.730477,118,16.9
1619581302.858023,119,13.3
1619581302.981753,120,12.9
1619581303.104918,121,16.7
1619581303.233130,122,14.0
1619581303.357231,123,17.5
1619581303.485677,124,14.9
1619581303.610708,125,14.1
