1619581627.623466,1,15.0
1619581627.749340,2,23.7
1619581627.883104,3,20.3
1619581628.014827,4,22.3
1619581628.145261,5,24.1
1619581628.280991,6,23.6
1619581628.417580,7,18.5
1619581628.547510,8,20.9
1619581628.681866,9,22.8
1619581628.814965,10,21.6
1619581628.947765,11,21.4
1619581629.082501,12,21.4
1619581629.215684,13,21.1
1619581629.349466,14,18.8
1619581629.480272,15,24.2
1619581629.616504,16,19.9
1619581629.744442,17,19.3
1619581629.878577,18,22.6
1619581630.013443,19,12.1
1619581630.137286,20,19.0
1619581630.267374,21,21.0
1619581630.399800,22,12.2
1619581630.522726,23,17.8
1619581630.651876,24,22.6
1619581630.787103,25,17.1
1619581630.916025,26,22.0
1619581631.053080,27,22.8
1619581631.187410,28,18.5
1619581631.317480,29,17.3
1619581631.446082,30,23.0
1619581631.580028,31,18.6
1619581631.706757,32,17.6
1619581631.835390,33,20.9
1619581631.967416,34,20.7
1619581632.100547,35,19.5
1619581632.231556,36,22.7
1619581632.364673,37,17.1
1619581632.493238,38,22.8
1619581632.627971,39,22.0
1619581632.761485,40,14.4
1619581632.887651,41,19.0
1619581633.018521,42,19.2
1619581633.148399,43,18.0
1619581633.278240,44,22.6
1619581633.412909,45,22.8
1619581633.546459,46,22.4
1619581633.681917,47,22.9
1619581633.816100,48,14.1
1619581633.941511,49,20.0
1619581634.073163,50,22.7
1619581634.206448,51,21.0
1619581634.338859,52,22.4
1619581634.473465,53,18.8
1619581634.603826,54,22.1
1619581634.736636,55,14.7
1619581634.863408,56,19.9
1619581634.993109,57,21.2
1619581635.124455,58,13.7
1619581635.250731,59,14.7
1619581635.376794,60,21.6
1619581635.509703,61,21.0
1619581635.642205,62,20.2
1619581635.775941,63,18.5
1619581635.903981,64,22.9
1619581636.038209,65,23.0
1619581636.173160,66,16.8
1619581636.302848,67,22.1
1619581636.436390,68,21.9
1619581636.570028,69,20.7
1619581636.702912,70,23.3
1619581636.837858,71,17.6
1619581636.966809,72,16.2
1619581637.101601,73,23.5
1619581637.236798,74,22.0
1619581637.370690,75,17.9
1619581637.499951,76,24.0
1619581637.635359,77,17.3
1619581637.761943,78,18.1
1619581637.891397,79,22.4
1619581638.026236,80,20.0
1619581638.156408,81,22.2
1619581638.289521,82,19.9
1619581638.421160,83,17.8
1619581638.550726,84,18.5
1619581638.681329,85,16.9
1619581638.808937,86,21.6
1619581638.941081,87,19.7
1619581639.072171,88,19.9
1619581639.202981,89,14.3
1619581639.328669,90,16.9
1619581639.457603,91,22.5
1619581639.591394,92,22.1
1619581639.726415,93,22.6
1619581639.859083,94,20.7
1619581639.989451,95,13.5
1619581640.112337,96,23.6
1619581640.247511,97,15.0
1619581640.373814,98,22.7
1619581640.507584,99,14.3
1619581640.629797,100,22.0
1619581640.761670,101,19.1
1619581640.889697,102,14.5
1619581641.018210,103,19.5
1619581641.150893,104,23.3
1619581641.285491,105,16.5
1619581641.413919,106,21.8
1619581641.546329,107,18.5
1619581641.675115,108,11.8
1619581641.797724,109,21.4
1619581641.930554,110,14.7
1619581642.057998,111,19.3
1619581642.189473,112,17.8
1619581642.313587,113,15.8
1619581642.440625,114,21.2
1619581642.571893,115,21.1
1619581642.704527,116,20.4
1619581642.835142,117,21.3
1619581642.967721,118,11.6
1619581643.089295,119,20.3
1619581643.221245,120,15.4
1619581643.346141,121,21.7
1619581643.477720,122,18.8
1619581643.606969,123,19.5
1619581643.736620,124,16.7
1619581643.862983,125,22.7
1619581643.996719,126,17.4
1619581644.125478,127,23.5
1619581644.260630,128,15.5
1619581644.386289,129,20.1
1619581644.516999,130,17.1
1619581644.644213,131,16.4
1619581644.770222,132,18.7
1619581644.898966,133,14.0
1619581645.022699,134,19.9
1619581645.153420,135,16.8
1619581645.280875,136,22.7
1619581645.413793,137,16.3
1619581645.541584,138,22.4
1619581645.674171,139,21.7
1619581645.802769,140,14.2
1619581645.927274,141,22.3
1619581646.059712,142,13.6
1619581646.183654,143,22.3
1619581646.316740,144,17.2
1619581646.444820,145,19.0
1619581646.572332,146,17.3
1619581646.700642,147,22.9
1619581646.833420,148,18.3
1619581646.962298,149,13.9
1619581647.086840,150,17.0
1619581647.213496,151,22.5
1619581647.345818,152,20.4
1619581647.475784,153,16.4
1619581647.603027,154,20.5
1619581647.734035,155,11.2
1619581647.854755,156,20.4
1619581647.986047,157,12.7
1619581648.109296,158,18.0
1619581648.237887,159,18.8
1619581648.368135,160,21.2
1619581648.500398,161,17.8
1619581648.628364,162,15.3
1619581648.755053,163,21.9
1619581648.887847,164,15.8
1619581649.014290,165,19.7
1619581649.145824,166,15.7
1619581649.273076,167,21.9
1619581649.406059,168,23.4
1619581649.539565,169,17.0
1619581649.666987,170,19.8
1619581649.797446,171,22.0
1619581649.930646,172,18.5
1619581650.059565,173,18.3
1619581650.188296,174,15.8
1619581650.315122,175,21.5
1619581650.448014,176,21.6
1619581650.579540,177,20.9
1619581650.710330,178,23.5
1619581650.844915,179,21.4
